objectid	provinsi	kabkot	jumlah_kec	jumlah_des	jumlah_kel	jumlah_pen	jumlah_kk	luas_wilay	kepadatan_	perpindaha	jumlah_men	perubahan_	wajib_ktp	islam	kristen	katholik	hindu	budha	konghucu	kepercayaa	pria	wanita	belum_kawi	kawin	cerai_hidu	cerai_mati	u0	u5	u10	u15	u20	u25	u30	u35	u40	u45	u50	u55	u60	u65	u70	u75	lahir_thn3	lahir_seb3	pertumbuha	pertumbuh2	pertumbuh3	pertumbuh4	pertumbuh5	pendidikan	pendidika2	pendidika3	pendidika4	pendidika5	pendidika6	tidak_belu	belum_tama	tamat_sd	sltp	slta	diploma_i_	diploma_ii	diploma_iv	strata_ii	strata_iii	a	b	ab	o	a_	a_2	b_	b_2	ab_	ab_2	o_	o_2	tidak_di_k	belum_tida	aparatur_p	tenaga_pen	wiraswasta	pertanian_	nelayan	agama_dan_	pelajar_ma	tenaga_kes	pensiunan	lainnya	generated_	f4_18_tahun_pendidikan_khusus	f5_6_tahun_paud	f7_12_tahun_sd	f12_15_tahun_smp	f16_18_tahun_sma
802	BALI	TABANAN	10	133	0	465086	148453	849.31	548	1160	2.06	362393	371382	24757	4606	2005	431496	2197	24	1	231873	233213	172643	262884	4322	25237	24683	28811	30771	28742	34960	32607	28595	28240	32275	36881	41368	34070	26345	20450	14584	21704	5493	448650	1	1	1	1	0	11163	35678	19052	15653	16007	34208	92295	26399	114416	57345	134899	5941	7329	24988	1403	71	10101	21687	4237	40738	140	7	241	15	60	14	241	511	387094	98895	12704	4088	152378	95164	64	62	66816	1122	2640	31153	30 Juni 2022	89037	11377	36157	18361	17740
803	BALI	BADUNG	6	46	16	517969	133227	398.75	1299	1343	1.74	491669	398325	54725	18944	11479	428943	3830	35	13	257916	260053	224147	263224	6014	24584	29885	35925	40605	40802	45162	38653	31271	32356	39190	45889	44624	31732	21064	15485	10680	14646	6657	498258	1	1	1	1	0	13449	46133	25586	22910	23162	45200	91090	53690	75120	54714	173176	10706	13569	42203	3444	257	53537	114495	19675	208232	2783	146	4610	179	933	111	4853	661	107754	95688	16064	2536	198963	31037	598	264	113517	1589	4122	53591	30 Juni 2022	116131	14029	46748	24753	24188
804	BALI	GIANYAR	7	64	6	501870	115758	364.36	1377	1193	2.04	453617	393977	10739	2564	1228	486116	1159	48	16	251033	250837	206686	267966	4237	22981	27949	32431	36256	38661	40388	36947	30825	31639	37475	44076	40480	30604	23139	18099	13230	19671	6193	483304	1	1	1	1	0	12485	41269	22480	22732	22411	40919	102821	40832	94180	67620	145201	10173	6980	31836	2102	125	12494	27502	5518	58836	193	56	264	138	61	44	222	516	396026	99375	13101	5028	200255	45518	115	152	89973	1649	2906	43797	30 Juni 2022	108323	12884	42572	22422	24274
805	BALI	KLUNGKUNG	4	53	6	217469	57979	313.96	693	486	1.49	188212	165063	9081	597	232	206953	591	12	3	108631	108838	93654	114580	2111	7124	14044	16045	17119	15585	17034	15901	14193	15178	16148	16724	14779	12782	9862	7910	6072	8093	3084	208130	2	1	1	1	0	6144	20132	10404	8527	8635	17472	63909	18480	43000	24824	49261	4793	2605	10003	569	25	4251	9448	1654	19256	218	7	85	15	35	10	100	418	181972	62134	6413	1467	68966	31858	1519	101	27155	560	1296	16000	30 Juni 2022	50302	6514	20370	10131	10251
806	BALI	BANGLI	4	68	4	255413	74894	526.76	485	787	135	230735	193943	2454	299	83	252242	297	38	0	129531	125882	107937	133755	2221	11500	14890	19441	21275	20501	20434	18486	17099	18149	19473	20381	16593	13182	11324	8738	6235	9212	3331	245777	1	1	1	1	0	7361	24972	12366	12092	11946	21175	53678	25796	77999	34018	47436	4281	2641	8882	631	51	4038	9068	1656	16900	41	10	95	29	36	45	72	304	223119	55133	7150	1351	53559	75033	56	31	43413	697	1276	17711	30 Juni 2022	62457	7671	25661	12248	13269
807	BALI	KARANGASEM	8	75	3	522729	157810	839.32	623	984	2.58	453677	383300	20613	656	288	500698	473	1	0	264098	258631	233889	264096	4020	20724	35114	44851	46393	38526	41833	39102	36898	40526	39785	38038	30578	24401	20219	16274	12488	17703	7759	499844	2	2	1	1	0	17141	55992	26938	21357	22118	42881	186416	48031	136727	54154	75159	4648	3459	13295	798	42	2833	5546	1077	11111	66	26	85	30	28	22	150	716	501039	158467	9091	2292	125796	109422	3365	130	62427	773	1551	49414	30 Juni 2022	133994	17883	55970	26538	25392
808	BALI	BULELENG	9	129	19	827642	254398	1322.75	626	5026	767	584264	614520	76408	5481	1656	739768	4222	82	25	416899	410743	365187	416137	11549	34769	52181	69278	71337	68643	67646	61587	57703	62318	61404	57919	53729	43407	33676	25719	16968	24127	12021	794735	2	2	1	1	0	26847	85278	42120	40734	40302	69236	255401	49517	238994	94543	146443	8829	7269	24948	1531	167	6403	8130	1757	17857	110	34	114	44	66	67	188	485	792387	272047	16771	3537	225336	132711	2728	66	91871	766	3448	78359	30 Juni 2022	210546	27598	86157	41022	42582
809	BALI	KOTA DENPASAR	4	27	16	653136	171604	125.87	5189	3346	2.09	626914	497409	147193	33395	15567	441261	15376	313	31	325930	327206	300360	318937	9459	24380	36448	47932	53668	56633	56473	49040	42146	44058	51576	55135	53548	40021	25874	18726	11014	10844	8255	629506	1	1	1	1	0	18071	61284	33996	32968	33531	57594	115021	71250	74802	71026	203837	15592	17848	74392	8505	863	50226	99632	21460	199311	2827	52	1162	76	377	102	1062	482	276367	126731	27417	5854	254525	4894	782	323	154323	3875	8113	66299	30 Juni 2022	157934	18572	63326	33941	33286
810	NUSA TENGGARA BARAT	LOMBOK BARAT	10	119	3	726228	244125	923.06	787	1747	1.69	635550	513481	684860	1127	514	37880	1843	4	0	362527	363701	317249	365096	16466	27417	56712	70146	68332	50328	56855	60584	64584	63567	59387	48753	41553	27516	22394	13453	10664	11400	12682	689843	2	2	2	1	0	27248	85760	37346	27447	32329	59019	245235	75746	161178	89011	121393	2308	5209	24529	1515	104	14308	19590	5549	45459	815	35	999	34	291	29	1338	574	637207	197673	12486	6497	201952	72796	2694	108	115980	1085	1435	113520	30 Juni 2022	193275	27593	81552	36802	34221
811	NUSA TENGGARA BARAT	LOMBOK TENGAH	12	127	12	1066915	369031	1169.52	912	2374	1.07	916192	747134	1063469	275	92	2962	116	1	0	529623	537292	453841	555726	21982	35366	82576	106366	103519	69705	83277	82880	89943	93947	89093	71183	63526	41619	36933	20549	16926	14873	19426	1015059	2	2	2	1	0	42095	129726	56537	35446	41253	79455	382829	144939	200093	137939	154532	4611	6273	34175	1475	49	7059	5102	1698	10804	174	23	167	13	120	66	287	634	1040768	336090	14695	6095	134367	245187	1882	215	158797	1529	2064	165994	30 Juni 2022	288180	41096	123016	54738	49457
812	NUSA TENGGARA BARAT	LOMBOK TIMUR	21	239	15	1369917	469583	1607.31	852	3684	2.4	918544	939633	1368953	152	85	706	20	0	1	680422	689495	605290	679222	39913	45492	124313	137447	133559	92424	110441	101935	113595	122542	109144	92141	73985	50440	42944	26285	20172	18550	27966	1287373	2	2	2	2	0	55043	165262	74522	47045	53301	106680	464698	144956	339187	184277	175663	5241	7244	46582	1870	199	6897	8042	2333	12573	176	18	244	39	82	135	329	1514	1337535	490686	14106	11953	243857	278747	9088	113	164052	2383	3257	151673	30 Juni 2022	356322	54060	157752	71857	45779
813	NUSA TENGGARA BARAT	SUMBAWA	24	157	8	519564	162681	6655.92	78	1353	2.29	389175	383636	501246	2197	2642	13146	286	12	35	259851	259713	234805	260140	6966	17653	33354	43732	45698	44224	42053	40261	41163	43528	41128	36293	30737	25299	19798	12986	8880	10430	7841	498622	2	2	1	1	0	16627	55114	26352	26663	26456	43469	115277	65703	142162	76990	90335	2740	5252	20362	710	33	1838	2775	870	4756	319	3	24	7	13	22	54	256	508627	128358	11637	3208	57521	143636	7564	65	97907	1602	2047	66019	30 Juni 2022	134954	17111	55203	26904	27688
814	NUSA TENGGARA BARAT	DOMPU	8	72	9	254190	80110	2281.75	111	578	107	188710	180043	249271	559	403	3952	4	0	1	127216	126974	117266	127135	4429	5360	17323	24220	24611	20857	23168	22007	20370	21246	18442	16311	13522	10135	8572	5214	3662	4530	3911	243886	2	2	1	1	0	9801	29491	14936	10791	11973	22203	99257	36082	30423	27129	44088	2261	2488	12139	316	7	2666	4277	1994	6788	73	8	62	28	61	54	97	202	237880	93670	6425	2909	24788	38237	2106	57	23848	716	1431	60003	30 Juni 2022	66035	8378	27773	14901	10705
815	NUSA TENGGARA BARAT	BIMA	18	191	0	533274	170099	4216.32	126	3560	1.07	427645	388206	530828	669	1453	314	10	0	0	267759	265515	249486	260010	6720	17058	37492	45937	46584	49497	49001	44952	41871	42624	37224	34004	28703	22245	19605	12885	9402	11248	8448	510300	2	2	2	1	0	18768	54450	29286	29566	30902	50862	151135	62724	102226	58000	125038	3291	3306	26803	691	60	2738	4258	1368	5417	50	11	108	13	30	45	192	1101	517943	160823	9924	8258	39525	88604	5206	51	90560	1038	1257	128027	30 Juni 2022	145315	17121	55244	32039	32065
816	NUSA TENGGARA BARAT	SUMBAWA BARAT	8	57	7	145009	45188	1743.58	83	393	580	128856	99038	142820	443	443	1291	12	0	0	72118	72891	68135	69299	2880	4695	11875	14982	15143	10608	11281	10132	10983	11790	11962	10599	8283	5867	4360	2797	1998	2349	2658	137376	2	2	2	1	0	5634	18776	8367	5536	6097	11461	42868	11302	37050	17864	25988	692	1578	7360	300	7	927	1120	381	1978	29	1	17	1	10	3	26	30	140486	52298	3799	834	23814	27668	1015	8	18878	320	303	16072	30 Juni 2022	41425	5903	18662	7840	6317
817	NUSA TENGGARA BARAT	LOMBOK UTARA	5	43	0	257369	84650	811.19	317	429	381	238218	179745	238065	62	37	8880	10325	0	0	129049	128320	112812	129727	4917	9913	23343	24602	23324	19053	21002	20004	22831	22506	19728	16702	14470	9663	8024	4492	3409	4216	5001	241670	2	2	2	2	0	9852	29054	13404	10318	10538	21047	89022	36666	57328	30263	34881	894	1536	6560	211	8	1191	1612	390	2350	2695	21	80	33	24	12	78	111	248772	66954	2634	1608	43361	57347	1508	38	45831	420	255	37413	30 Juni 2022	67006	9684	28086	13063	11370
818	NUSA TENGGARA BARAT	KOTA MATARAM	6	0	50	444974	138208	60.42	7365	1722	1.15	400952	314372	368195	6873	3634	61997	4243	29	3	221527	223447	213650	205448	9355	16521	36313	40942	41437	32863	35973	35670	36224	36736	34810	30307	26319	19779	14665	9941	6228	6767	7868	420848	2	2	2	2	0	16104	50182	24076	17433	18886	35897	106255	68464	39594	55435	120955	1654	8153	40120	3955	389	20244	29631	7848	53372	655	17	589	30	179	44	379	295	331691	109170	22379	4564	135758	3271	1607	74	90959	1761	5051	70380	30 Juni 2022	116109	16076	49955	22884	19205
819	NUSA TENGGARA BARAT	KOTA BIMA	5	0	41	156067	49663	207.97	750	648	94	137157	109573	153874	1234	762	167	30	0	0	77285	78782	73494	73361	3433	5779	12856	14829	14357	12119	12403	12584	12280	13100	11684	10435	8845	6784	5246	3582	2362	2601	2887	147688	2	2	2	1	0	5781	17717	8675	6603	7061	12203	40596	19221	15924	16490	45424	1174	2361	14187	674	16	5852	10119	2774	12666	100	19	50	45	57	41	55	302	123987	46457	8768	1752	27469	8504	1094	22	27102	484	1550	32865	30 Juni 2022	40645	5783	17463	8723	5878
820	NUSA TENGGARA TIMUR	KUPANG	24	160	17	385460	92956	5143.36	75	1126	161	265405	293789	10619	323844	50710	261	2	0	24	195607	189853	234141	140590	1040	9689	14127	28279	36615	43242	40891	35066	32526	30729	25897	22351	19245	17032	14749	9765	6570	8376	3539	377669	1	1	1	0	0	10164	38876	24044	25648	25108	43396	94795	72974	102060	47408	52906	1426	3014	10203	613	61	12012	19457	4437	36187	1176	81	240	135	203	209	419	520	310384	135926	6202	2077	26938	67140	1549	462	72700	381	1726	70359	30 Juni 2022	103723	9298	39104	24783	26753
821	NUSA TENGGARA TIMUR	TIMOR TENGAH SELATAN	32	266	12	471010	122202	3934.67	120	1115	224	316425	339857	10495	418268	41701	248	4	0	294	234040	236970	278140	177467	1375	14028	19460	40864	52348	58420	46874	34204	29713	31063	28650	27226	24841	22617	19649	13123	9627	12331	4632	460841	1	1	1	0	0	14488	56254	34907	35482	37250	51484	130156	85390	99887	52083	85958	1501	3063	12654	309	9	8470	11359	7636	18302	85	34	60	27	92	72	120	390	424363	140806	7226	3694	23618	79809	109	589	117317	734	1957	95148	30 Juni 2022	147117	13811	56142	37185	34339
822	NUSA TENGGARA TIMUR	TIMOR TENGAH UTARA	24	160	33	268606	70246	2623.2	102	949	186	250214	189024	4978	22172	241294	148	12	2	0	134711	133895	157228	100320	247	10811	16077	26595	28181	30784	25982	20431	17942	17907	16523	14074	13535	12518	9920	6708	4733	6696	3923	259252	2	2	1	1	0	9910	33339	17401	18530	18478	29035	46790	36636	88712	32837	47188	923	2575	12564	368	13	13365	21541	4935	30165	74	50	93	50	60	45	143	643	197442	57369	5650	3859	17439	49445	220	541	80513	951	1469	51149	30 Juni 2022	84572	9929	33177	18163	19195
823	NUSA TENGGARA TIMUR	BELU	12	69	12	227866	59804	1127.25	202	987	73	210308	162816	9230	16700	201560	342	31	3	0	113912	113954	148682	70266	839	8079	14288	21273	22055	27267	23876	21181	18234	17007	12799	11095	10077	8927	7477	5186	3248	3876	3327	219310	2	2	1	1	0	7911	26743	13464	16695	16187	25458	69719	16256	69525	25885	35451	758	2479	7574	211	8	8611	9867	2536	21287	557	13	112	8	49	24	213	122	184467	66240	5141	2591	17756	32087	763	572	58931	808	2432	40517	30 Juni 2022	69231	7543	26214	15392	16862
824	NUSA TENGGARA TIMUR	ALOR	18	158	17	220146	61388	2928.56	75	737	94	156725	150199	55349	157859	6808	129	0	1	0	108642	111504	128870	81775	603	8898	13514	23162	25223	23832	19158	18022	16402	15719	12924	12229	10931	8747	7763	5216	3281	4023	3259	212209	2	2	1	1	0	8420	29812	15500	14068	14634	21607	50762	36743	55902	25972	36875	902	2596	10202	192	0	4072	4612	1166	13797	17	9	8	22	11	20	34	154	196224	58935	5114	3843	14301	53783	2767	391	56726	911	1409	21965	30 Juni 2022	70471	8350	29221	15911	13452
825	NUSA TENGGARA TIMUR	FLORES TIMUR	19	229	21	286044	79719	1748.61	164	1691	248	257578	209378	61066	2550	222295	126	5	0	2	140767	145277	162029	112652	719	10644	15953	24453	27468	29425	28234	23378	20279	18941	17620	17024	15866	13703	11032	8640	6173	7855	3923	276282	2	1	1	1	0	8847	31883	16878	17761	17506	29442	43959	37909	91539	37733	53985	426	4328	15910	246	9	18450	21857	4322	72042	157	24	64	22	20	25	129	331	168601	63149	5578	3899	18721	51844	4765	468	76892	938	2054	57734	30 Juni 2022	80911	9298	32432	17485	17873
826	NUSA TENGGARA TIMUR	SIKKA	21	147	13	328199	102184	1675.36	196	1441	183	307898	231752	34179	5459	288276	211	64	2	8	158405	169794	195151	118095	793	14160	20956	31717	33050	26885	29633	26069	23700	23509	21573	20023	17384	15702	13572	10005	6769	7652	5002	315298	2	2	1	1	0	11725	39812	20240	15128	17052	30301	53553	79932	78566	34544	56939	1242	4362	18405	634	22	27209	26102	4898	111403	80	29	42	34	23	22	113	183	158061	57631	6693	5475	27382	83318	6718	1018	79929	1348	2147	56512	30 Juni 2022	97003	12276	39455	21292	18441
827	NUSA TENGGARA TIMUR	ENDE	21	255	23	277589	75754	2085.29	133	1281	227	203551	206689	75521	5721	196131	194	20	2	0	136171	141418	160353	107871	621	8744	11275	22812	27744	29280	26590	22756	20621	20885	18621	17540	16192	13577	11315	7724	5070	5587	2827	271326	1	1	1	0	0	8125	30701	17697	17605	17999	28275	43427	54581	66801	33168	60103	1870	3753	13392	470	24	32194	32352	5950	95139	4420	68	4608	42	907	59	10367	290	91193	52567	7576	4394	28212	74524	4282	326	75413	1138	1786	27369	30 Juni 2022	77668	7671	30981	18509	17442
828	NUSA TENGGARA TIMUR	NGADA	12	135	16	169417	39912	1735.64	98	764	156	147332	127223	10452	2772	156041	132	1	1	18	83674	85743	97892	65092	584	5849	6568	13479	16739	18725	18099	14300	11400	11658	11543	10766	8867	7804	6296	4392	3265	5516	1596	165855	1	1	1	0	0	4863	18478	10397	11544	11452	18935	22857	24225	55629	19272	35174	842	2334	8827	248	9	22710	10261	3606	37659	50	32	31	3	12	26	63	71	94893	24708	4194	2975	10239	69219	836	285	48780	771	1223	6179	30 Juni 2022	49036	4877	19385	11096	11579
829	NUSA TENGGARA TIMUR	MANGGARAI	12	145	26	326737	94598	1344.03	243	1127	107	302726	223556	12668	2581	311187	277	17	0	7	163504	163233	186603	130620	287	9227	22715	32882	36039	31277	36264	29478	23725	21886	19960	17807	15965	14253	9957	6549	3917	4063	5274	312610	2	2	2	1	0	12402	41923	22227	16904	23436	38107	70655	50525	100493	35823	49518	1080	3734	14510	378	21	10994	8258	2529	20227	43	24	35	7	38	21	61	184	284316	71857	5754	4410	15775	103070	1014	778	92559	1451	1257	28744	30 Juni 2022	105624	11862	42075	23802	22748
830	NUSA TENGGARA TIMUR	SUMBA TIMUR	22	140	16	256931	67656	6985.33	37	351	143	227617	172682	16303	200347	23545	442	20	3	16271	131510	125421	153542	93592	777	9020	16823	27370	30159	23020	23766	21562	19473	18543	16372	14529	12006	10103	8085	6164	4228	4728	4087	247314	2	2	1	1	0	10443	34465	19158	11904	13420	22170	70177	38437	67049	26598	40784	826	2429	10310	315	6	6094	10547	2200	16748	26	10	30	28	21	36	92	394	220705	62781	5133	1588	12290	87199	1150	304	70447	299	1441	14297	30 Juni 2022	77156	9917	33296	18077	11339
831	NUSA TENGGARA TIMUR	SUMBA BARAT	6	63	11	149802	37207	720.69	208	335	83	126422	103230	6495	105763	28165	165	1	0	9213	76641	73161	88848	55944	375	4635	11741	13503	15574	18180	16478	13040	11247	10032	8780	7717	6439	5054	4202	2921	2144	2750	2528	142006	2	2	2	2	0	5388	17114	10343	10953	11163	17136	39178	49872	10678	15517	24873	305	1378	7877	121	3	2132	2681	1029	6338	18	7	5	4	7	19	53	113	137396	38928	3230	524	8969	37247	72	91	44031	284	957	15468	30 Juni 2022	48706	5287	18443	11558	10831
832	NUSA TENGGARA TIMUR	LEMBATA	9	144	7	141534	42616	1268.1	112	752	194	129614	97530	40784	2238	98449	60	3	0	0	68489	73045	77616	60599	371	2948	9123	13672	16121	12880	12887	10471	8778	9757	9268	8482	7391	6107	5447	4291	3062	3797	2216	135829	2	2	1	1	0	4962	18165	10038	7127	8885	13191	20159	22418	40086	17469	30984	825	2050	7384	155	4	7963	8491	1828	30457	120	10	58	11	34	16	106	124	92316	26292	4372	2042	8334	31268	1858	190	40193	529	855	25600	30 Juni 2022	44296	5309	18767	9964	7963
833	NUSA TENGGARA TIMUR	ROTE NDAO	11	112	7	149317	40347	1286.71	116	688	86	139451	103511	6450	140091	2663	90	5	0	18	75151	74166	84177	59274	646	5220	8737	14694	17027	16985	13262	11190	10737	11220	9852	7869	6170	5553	4771	3865	3079	4306	2109	143890	2	1	1	1	0	5286	19471	10443	10162	10195	15037	32540	22284	40438	16706	30152	345	1179	5563	105	5	1818	2985	747	5934	32	12	20	10	11	18	48	179	137503	39827	3474	842	8403	26268	2838	210	39886	146	483	26939	30 Juni 2022	48788	5756	19943	10559	10112
834	NUSA TENGGARA TIMUR	MANGGARAI BARAT	12	164	5	268894	75543	3129	86	1066	21	208679	181791	53845	1842	212943	239	19	1	5	135165	133729	147807	113164	401	7522	20964	27197	28763	25733	29391	23991	19841	19101	16549	14706	13285	10656	7422	4703	3210	3382	4856	255564	2	2	2	1	0	10583	32848	19273	13379	15220	30856	65794	37502	87012	25277	37370	1210	2881	11622	213	13	2779	2246	2125	5412	91	91	60	40	35	30	144	595	255246	76710	4635	3070	11598	70637	4472	195	61469	666	488	34949	30 Juni 2022	87595	10528	33300	20397	18422
835	NUSA TENGGARA TIMUR	NAGEKEO	7	97	16	166030	40881	1396.16	119	663	109	154096	121634	15475	1063	149422	48	6	0	16	82188	83842	98850	60632	244	6304	8532	14247	16235	17412	16304	14038	11405	11543	11414	10300	8872	7419	6175	4583	3252	4299	1873	160923	1	1	1	1	0	5229	18784	9960	10459	10541	17074	23565	25575	51302	20541	32573	933	2450	8961	129	1	7966	6611	1947	17706	33	14	41	17	10	7	42	164	131472	27741	3403	2672	10590	63356	717	259	47913	600	807	7972	30 Juni 2022	47512	5189	18976	10665	10434
836	NUSA TENGGARA TIMUR	SUMBA TENGAH	6	65	0	88789	21646	1816.28	49	196	44	76222	59682	4030	68019	15278	73	2	0	1387	45485	43304	53163	33142	113	2371	7558	8286	9860	10908	8892	6979	6063	5952	5303	4577	3935	3036	2413	1860	1338	1829	1662	83859	2	2	2	2	0	3321	10580	6486	6554	6670	9556	25313	21154	17590	9019	11392	290	738	3249	41	3	709	1053	256	2360	23	13	35	15	9	17	65	91	84143	26701	1985	604	4363	19753	271	56	23904	117	270	10764	30 Juni 2022	29657	3175	11584	6920	6363
837	NUSA TENGGARA TIMUR	SUMBA BARAT DAYA	11	173	2	320554	79081	1393.4	230	351	25	211764	192472	6333	137462	174505	155	9	1	2089	163709	156845	196383	118812	226	5133	26718	37946	47732	32459	33781	25143	21915	20784	18022	16060	13165	9575	7153	4448	2968	2685	6243	304903	2	2	2	1	0	15068	50456	30438	16181	21611	34686	107890	80649	45356	35782	40513	792	1650	7782	133	7	1564	1797	537	4257	10	12	44	30	45	118	328	487	311325	111585	3136	2040	9947	91666	425	217	78035	379	478	22646	30 Juni 2022	121027	12728	51303	29009	21819
838	NUSA TENGGARA TIMUR	MANGGARAI TIMUR	12	159	17	277149	80201	2389.53	116	703	76	246499	191923	19620	1161	256321	47	0	0	0	140660	136489	149710	121331	174	5934	14931	28966	30830	24328	30467	24697	19488	19637	19220	16770	15278	12914	8611	5068	2848	3096	3667	268695	2	1	1	1	0	10796	36633	19138	12496	15686	30921	45598	39595	100758	28980	46754	1150	2739	11447	128	0	6551	3536	1104	9637	32	7	20	3	10	9	32	118	256090	48522	3761	5532	9716	106599	979	159	85763	1263	462	14393	30 Juni 2022	90718	10798	35772	21338	18344
839	NUSA TENGGARA TIMUR	SABU RAIJUA	6	58	5	94330	26506	460.98	205	424	76	87049	62665	917	85425	2531	4	1	0	5452	48147	46183	59424	30852	290	3764	7490	9950	10771	10714	8599	7444	7072	6267	5129	4485	3904	3216	2611	2244	1734	2700	1634	89424	2	2	2	1	0	3713	12535	6758	6419	6492	9149	26756	14962	24050	9860	14145	513	1006	2990	47	1	576	1169	264	2254	35	0	58	3	12	1	50	44	89864	23782	1908	478	3680	31243	226	97	25302	163	257	7194	30 Juni 2022	31451	3832	12907	6953	6152
840	NUSA TENGGARA TIMUR	MALAKA	12	127	0	197531	55835	1107.64	178	730	19	176454	143402	2426	15462	179591	52	0	0	0	97238	100293	118909	70751	827	7044	9814	17951	19277	24194	19851	17357	13463	12491	11307	10338	9787	8971	7525	5368	3891	5946	2552	192271	2	1	1	0	0	6761	22563	12443	14940	15081	21706	69322	27598	52475	17560	21896	651	1861	6023	127	18	4399	4975	1386	9143	996	11	142	18	60	21	208	141	176031	51953	3108	2687	9251	35786	202	164	53014	936	1039	39391	30 Juni 2022	59461	6181	21938	14464	14084
841	NUSA TENGGARA TIMUR	KOTA KUPANG	6	0	51	442281	136283	152.59	2898	3777	173	381366	332736	63416	283245	93199	2249	162	6	4	223632	218649	265154	162142	2643	12342	23752	35652	37940	40315	38516	41471	45851	44020	36828	28200	22362	17855	12530	7824	4257	4908	5734	427425	1	1	1	1	0	13082	45383	22967	24352	24234	39382	80965	50818	50876	52531	144352	2990	11395	43091	4866	397	29867	49541	10729	97518	278	49	225	40	166	82	332	317	253137	123484	27161	5850	100748	7869	2876	1715	107907	1957	6307	56400	30 Juni 2022	113074	13812	45469	23737	24035
842	KALIMANTAN BARAT	SAMBAS	19	193	0	640578	192277	5903.29	109	1448	2.67	510111	456271	567092	11867	18505	173	39870	3069	2	328407	312171	314046	290161	9196	27175	45544	60101	61808	57990	54047	45827	48325	53264	49408	43955	34613	25941	22743	16203	10371	10438	10176	611189	2	2	2	1	0	23003	74390	35885	34334	34331	58264	116795	87017	237700	97554	81022	1588	4689	13636	552	25	845	1061	388	1357	239	12	322	13	129	30	296	395	635491	125843	9124	423	103669	205924	3567	121	132437	171	1584	57715	30 Juni 2022	180353	23419	74801	34955	35948
843	KALIMANTAN BARAT	MEMPAWAH	9	60	7	308640	90699	1935.42	159	1183	194	211470	224289	231593	19608	23664	74	32362	995	344	157879	150761	159347	132292	4667	12334	22926	27061	26799	27501	28935	25724	23785	24632	22660	19596	16219	12714	11230	7630	4988	6240	4894	293519	2	2	2	1	0	10601	32718	15576	16351	15908	29664	97343	45748	75871	38917	40419	952	2158	6895	331	6	17579	3514	1369	6053	58	20	65	19	50	26	89	207	279591	97826	6926	658	52152	27453	3967	163	47542	199	1456	70298	30 Juni 2022	82764	10705	32763	15983	18228
844	KALIMANTAN BARAT	SANGGAU	15	163	6	490607	147874	12595.56	39	1393	656	436091	360011	165289	83137	238386	132	3435	98	130	254476	236131	230817	234863	4852	20075	32919	41827	43651	43297	44236	39308	39623	41126	40188	34157	27715	22261	17507	10942	6001	5849	7301	469572	2	2	1	1	0	16137	52301	25290	25699	25216	45990	112515	88190	132259	67176	72131	1759	4329	11876	370	2	2020	2271	904	3522	184	23	157	27	69	32	126	148	481124	111499	11276	2131	66016	113315	154	406	89727	765	3736	91582	30 Juni 2022	129942	16522	52879	25215	27468
845	KALIMANTAN BARAT	KETAPANG	20	253	9	575579	185779	30139.24	19	1452	1.15	482188	420250	373232	45988	147962	500	6856	643	398	297860	277719	265590	281868	8131	19990	39818	48909	51466	54531	53301	49294	48734	48717	45498	37359	32352	23642	17466	10629	6759	7104	8677	550145	2	2	1	1	0	19156	60773	30651	32472	32086	57090	148461	77037	175562	74755	77581	1967	5756	13798	643	19	5605	5012	2368	8241	526	25	450	26	250	85	412	353	552226	158384	9503	3684	101359	72432	3435	360	87602	1208	1394	136218	30 Juni 2022	159067	19269	62274	32179	36041
846	KALIMANTAN BARAT	SINTANG	14	390	16	429357	133631	22087.44	19	1092	1.11	240031	298183	167664	102764	156042	116	2284	484	3	221907	207450	200449	211983	5252	11673	32442	42279	43991	32500	37461	34696	36226	36468	34136	27882	22356	16606	12943	8672	5585	5114	7221	408681	2	2	2	1	0	16181	52636	25871	17101	20120	37049	153926	66543	92645	47139	51111	2026	3672	11513	773	9	6887	7372	2941	10873	1837	19	207	28	168	130	323	499	398073	142612	8949	1921	47517	95604	145	415	46375	937	1256	83626	30 Juni 2022	122283	16021	51517	24662	22665
847	KALIMANTAN BARAT	KAPUAS HULU	23	278	4	263090	85656	31225.5	8	646	957	227541	188418	159464	22242	80703	27	288	364	2	134860	128230	120798	128549	3183	10560	18774	23666	24984	21253	23300	20904	20703	22195	21198	18250	15424	11486	8754	5491	3356	3352	4061	251145	2	2	2	1	0	9319	29559	14628	11467	11668	23113	56805	40301	69991	38286	43763	1563	3573	8544	259	5	8047	8755	3415	10925	1418	16	1588	26	588	27	1212	396	226677	49138	6165	1453	39758	61686	6641	123	52199	539	1125	44261	30 Juni 2022	69637	8959	29398	14711	12091
848	KALIMANTAN BARAT	BENGKAYANG	17	122	2	290464	83015	5542.84	52	1051	310	204772	207043	102593	78366	90597	266	15934	2611	97	150817	139647	150734	125603	3792	10335	21241	26635	27579	27776	27145	24123	24883	24120	21439	17783	13925	10681	8980	5930	3932	4292	4565	276610	2	2	2	1	0	10367	33064	16190	16556	16296	28575	61206	51707	78141	40512	47271	747	3083	7527	262	8	1742	1800	979	2487	257	8	137	9	61	12	103	112	282757	62549	5076	481	37806	60796	1677	187	68580	430	650	52232	30 Juni 2022	83394	10560	33585	16640	17652
