objectid	provinsi	kabkot	jumlah_kec	jumlah_des	jumlah_kel	jumlah_pen	jumlah_kk	luas_wilay	kepadatan_	perpindaha	jumlah_men	perubahan_	wajib_ktp	islam	kristen	katholik	hindu	budha	konghucu	kepercayaa	pria	wanita	belum_kawi	kawin	cerai_hidu	cerai_mati	u0	u5	u10	u15	u20	u25	u30	u35	u40	u45	u50	u55	u60	u65	u70	u75	lahir_thn3	lahir_seb3	pertumbuha	pertumbuh2	pertumbuh3	pertumbuh4	pertumbuh5	pendidikan	pendidika2	pendidika3	pendidika4	pendidika5	pendidika6	tidak_belu	belum_tama	tamat_sd	sltp	slta	diploma_i_	diploma_ii	diploma_iv	strata_ii	strata_iii	a	b	ab	o	a_	a_2	b_	b_2	ab_	ab_2	o_	o_2	tidak_di_k	belum_tida	aparatur_p	tenaga_pen	wiraswasta	pertanian_	nelayan	agama_dan_	pelajar_ma	tenaga_kes	pensiunan	lainnya	generated_	f4_18_tahun_pendidikan_khusus	f5_6_tahun_paud	f7_12_tahun_sd	f12_15_tahun_smp	f16_18_tahun_sma
524	ACEH	ACEH SELATAN	18	260	0	234169	70562	4175.37	56	477	217	223693	169433	233896	156	20	0	97	0	0	117226	116943	119055	98973	1950	14191	18495	20495	19848	19977	22399	19480	17867	17342	16324	16049	13818	10688	8310	5210	3306	4561	3859	221888	2	2	2	2	0	8220	24151	11782	12038	11754	22674	45148	27544	57818	36489	50993	2251	3310	10290	318	8	4284	5022	1290	12932	37	16	36	18	20	23	53	201	210237	49239	7670	1354	22870	29244	4968	236	63061	546	1246	53735	30 Juni 2022	60503	8068	24248	11635	12581
525	ACEH	ACEH TENGGARA	16	384	0	227921	65470	4179.12	55	1900	63	189389	151321	186935	38760	2222	0	1	0	3	114400	113521	116945	98651	3005	9320	21143	24324	24642	21352	21136	18995	16860	15943	14947	13187	10783	8232	6579	4184	2384	3230	4227	213883	2	2	2	2	1	9575	29788	13950	12693	12949	22069	69608	24249	33351	33573	54140	1904	2595	8117	379	5	2313	1271	562	2696	52	10	18	21	15	28	59	276	220600	69565	7499	752	19506	60369	30	86	45625	458	1156	22875	30 Juni 2022	70716	9314	30045	13368	13522
526	ACEH	ACEH TIMUR	24	513	0	434929	125501	5432.63	80	1118	168	351626	281864	434790	75	11	0	53	0	0	218530	216399	227119	182363	7366	18081	44242	48144	47424	30415	38779	35255	35615	34602	29457	25015	20279	15793	11992	7652	4825	5440	9599	405859	3	2	2	2	0	19360	57231	28002	14818	18123	34290	143331	37818	110925	64690	62510	2275	4198	8921	248	13	2040	2016	820	5567	42	9	22	8	19	28	68	170	424120	151485	6930	3522	48477	52649	7703	386	67299	1935	592	93951	30 Juni 2022	134684	19272	56842	26163	22766
527	ACEH	ACEH TENGAH	14	295	0	219744	66768	4521.7	49	581	108	184812	148192	218945	436	113	4	246	0	0	110698	109046	104656	103979	3462	7647	20276	23082	22181	16371	19662	16756	17056	16259	16224	14745	11582	8686	6296	3954	2538	4076	4463	206194	2	2	2	2	0	9224	27356	12691	8666	9646	19793	68335	20253	34613	30093	49015	2368	3535	10899	622	11	2834	3381	1210	6930	24	11	39	8	32	35	51	84	205105	68299	7782	1938	23728	55742	54	53	33964	926	1208	26050	30 Juni 2022	63800	9014	26839	12135	11294
528	ACEH	ACEH BARAT	12	321	0	198858	63385	2818.17	71	459	84	178229	140007	197716	415	55	0	672	0	0	100053	98805	94358	92987	2366	9147	16250	18032	18571	15457	15801	15709	15520	16358	15231	13742	12024	8926	6745	4187	2791	3514	3441	188164	2	2	2	2	0	7227	21972	11383	8633	8998	16161	39648	24944	40127	26872	50573	2369	3574	10127	599	25	3841	4953	1716	10432	80	12	88	15	42	35	66	126	177452	39302	7910	1100	28943	22915	2514	105	50751	655	1283	43380	30 Juni 2022	53373	7144	22289	10897	9460
529	ACEH	ACEH BESAR	23	604	0	422241	124688	2882.83	146	1053	271	378783	286868	420995	871	189	12	174	0	0	211818	210423	215682	183112	3786	19661	37460	41609	43051	32547	32280	33413	34307	35522	30883	27401	22053	17294	12402	8523	5494	8002	8014	397565	2	2	2	2	0	16848	50271	26451	16829	18847	31333	86498	53546	59884	58693	116871	4750	10510	31204	282	3	11593	14435	4597	34904	472	49	527	66	186	81	580	387	354364	90516	18744	4151	62964	41239	2531	680	114274	1580	3318	82229	30 Juni 2022	113651	16420	50596	24326	14128
530	ACEH	PIDIE	23	730	0	436796	133839	3133.93	139	699	201	415357	307214	436585	95	19	0	97	0	0	215028	221768	223332	184761	5415	23288	36582	40125	40768	35926	35738	35725	35387	34775	30426	27462	22303	17732	14542	10667	7898	10740	8196	412642	2	2	2	2	0	16269	47958	24739	21151	20725	39859	91300	59714	64398	69973	120160	3903	7789	18897	649	13	3678	3981	1489	8665	218	7	235	14	99	91	376	461	417482	90080	9910	3259	58900	57875	4243	802	120946	1233	3145	86403	30 Juni 2022	120380	15873	48563	24283	23749
531	ACEH	ACEH UTARA	27	852	0	609705	184045	2711.15	225	1252	518	501661	406751	609427	159	34	0	85	0	0	303003	306702	310883	264090	6815	27917	61327	62534	60856	42182	54088	50567	51101	47605	40455	36400	30059	23610	18227	12532	7870	10292	12898	568497	2	2	2	2	1	25977	73096	36771	20756	24862	47447	144787	75683	131807	90797	141177	2429	6263	16156	569	37	6364	7307	3249	16268	434	83	95	119	61	123	255	732	574615	147361	9142	5830	66252	98635	4783	1058	154379	2468	947	118850	30 Juni 2022	173767	25246	72808	34857	28180
532	ACEH	SIMEULUE	10	138	0	94560	26245	1821.75	52	199	49	85629	65663	94310	233	7	0	9	0	1	48520	46040	49712	39837	634	4377	7507	9083	9237	10036	8776	7525	7108	7470	6980	5681	4585	3736	2847	1753	1093	1143	1634	89766	2	2	2	1	0	3628	10849	5858	6081	6097	9249	19837	12200	19754	13751	20703	1164	1877	5145	122	7	2262	3489	919	14110	55	0	59	9	23	22	89	107	73416	21241	3857	805	9562	9921	4117	30	25834	464	325	18404	30 Juni 2022	28471	3598	11017	6120	5936
533	ACEH	ACEH SINGKIL	11	116	0	129674	35169	1852.82	70	357	42	112553	83402	113803	14348	1263	6	2	0	252	65332	64342	69195	54871	1094	4514	12727	14693	14563	11143	12526	11274	9902	10245	8677	7143	5514	4153	2821	1884	1082	1327	2849	121498	2	2	2	2	0	5750	17825	8457	5880	6680	12775	46145	19572	21207	14134	21743	648	1416	4657	150	2	844	844	345	2119	32	20	23	23	12	19	54	248	125091	45565	4007	541	15193	13126	3844	65	21702	268	255	25108	30 Juni 2022	42462	6004	17447	8231	7956
534	ACEH	BIREUEN	17	609	0	445503	134865	1793.27	248	1113	248	387635	307589	444987	171	22	14	309	0	0	219010	226493	230411	184705	5281	25106	41888	42541	41820	32699	37246	36170	37281	35345	31018	27953	23638	18322	14334	9977	6691	8580	8809	416944	2	2	2	2	1	17431	50223	24810	17858	17598	39812	101911	49435	86045	73558	102709	3890	7424	19782	685	64	4925	5360	1825	13615	111	23	60	16	47	69	100	199	419153	105049	10097	4232	64424	54089	4280	721	109402	1891	1952	89366	30 Juni 2022	123331	17544	50605	23657	22699
535	ACEH	ACEH BARAT DAYA	9	152	0	153515	46020	1882.28	82	407	112	133994	108961	153260	41	6	11	197	0	0	77658	75857	77520	66135	1269	8591	13037	14026	13668	12441	13879	12760	12739	12966	11302	9877	8409	6573	4898	2847	1793	2300	2792	144772	2	2	2	2	0	5711	16435	8100	7327	7177	13827	39618	17624	34763	22535	29575	1562	2190	5460	180	8	1677	1750	499	4513	17	10	18	21	19	43	88	336	144524	38798	4153	787	22245	13671	2729	110	34163	483	521	35854	30 Juni 2022	40058	5519	16412	7539	7746
536	ACEH	GAYO LUES	11	136	0	101955	30089	5541.28	18	298	40	85359	68048	101616	312	26	0	0	0	1	51346	50609	49178	47843	1373	3561	9839	11168	10157	9087	9097	9029	8251	8588	7003	5804	4690	3280	2501	1325	838	1298	2163	95535	2	2	2	2	0	4482	13050	5591	5555	5595	9438	29714	17078	19161	12168	16245	852	1428	5133	175	1	1383	1323	582	3057	31	4	15	8	12	24	52	313	95151	26760	3855	260	8541	28432	0	50	21383	310	322	12042	30 Juni 2022	30536	4602	12601	5707	5422
537	ACEH	ACEH JAYA	9	172	0	96049	30238	3893.05	25	205	37	90334	64853	96010	27	6	0	6	0	0	48555	47494	47401	42842	1091	4715	8390	9468	9787	7308	7035	7600	7758	8572	7365	6215	5046	3646	2871	1595	1061	2332	1819	90505	2	2	2	2	0	3783	11433	6249	3851	4440	6584	20188	12455	23232	14510	18830	917	1428	4341	146	2	1582	1889	722	4374	66	6	52	12	27	7	75	56	87181	19773	3352	512	13638	12659	1096	149	24124	335	237	20174	30 Juni 2022	26321	3700	11598	5945	3251
538	ACEH	NAGAN RAYA	10	222	0	172827	54833	3416.32	51	446	92	155533	121775	172281	469	49	0	28	0	0	86947	85880	79935	83648	1864	7380	14673	16097	15698	13563	14321	13841	13410	14001	13376	11722	9469	7058	6075	3614	2453	3456	3359	163268	2	2	2	2	0	6597	18959	9308	7908	8267	14868	41101	18960	36450	24673	40307	1960	2462	6716	191	7	1187	1189	468	3137	12	2	13	5	8	20	18	129	166639	39898	5070	412	25444	23207	312	52	36692	496	512	40732	30 Juni 2022	45493	6424	18854	8841	8248
539	ACEH	ACEH TAMIANG	12	213	0	301800	89673	2184.4	138	961	178	242618	207977	300124	577	83	9	1007	0	0	152553	149247	150222	133722	5187	12669	26223	28680	30264	26436	27268	23727	22654	23025	21680	19247	16046	12809	10259	6201	3257	4024	5571	284293	2	2	2	2	0	11311	35471	18174	14839	15589	28639	103569	32306	62585	37190	51354	1706	3239	9569	272	10	2745	3127	1110	6024	92	13	36	12	30	44	136	784	287647	119457	7191	2708	42899	27175	3166	94	27406	1115	886	69703	30 Juni 2022	87262	11483	36166	17158	16826
540	ACEH	BENER MERIAH	10	232	0	168469	50456	1930.75	87	533	82	150901	111789	168326	90	17	1	35	0	0	85040	83429	80969	79088	2441	5971	15829	18557	17496	12260	14388	12604	13383	13112	12987	11545	8266	6201	4534	2815	1884	2608	3501	157971	2	2	2	2	0	7506	21802	9941	6444	7271	13656	48045	17296	28056	26320	37601	1532	2531	6893	183	12	1861	1867	804	4000	35	7	22	19	28	39	40	179	159568	48456	4071	1344	14928	47398	14	43	30599	662	421	20533	30 Juni 2022	48532	7234	21221	9179	7203
541	ACEH	PIDIE JAYA	8	222	0	160272	48872	953.12	168	344	97	152081	112048	160251	16	5	0	0	0	0	79397	80875	82115	67338	1996	8823	13964	15049	14810	13701	13958	12540	12802	12733	11035	9743	8002	6339	5016	3762	2746	4072	3142	151176	2	2	2	2	0	6260	17672	8880	7984	8027	14350	41356	21045	25923	28126	33671	1272	2530	6180	167	2	1184	1085	536	2435	16	8	35	7	11	20	50	90	154795	40521	3881	638	19842	21848	2683	430	37671	363	940	31455	30 Juni 2022	44155	6046	17828	8738	8472
542	ACEH	KOTA BANDA ACEH	9	90	0	254024	74486	55.85	4548	1032	132	231423	170628	249270	1629	483	33	2609	0	0	127104	126920	130867	110647	2929	9581	23935	26081	25918	19083	17111	19575	22900	23277	19308	16010	13130	10315	7225	4678	2650	2828	5186	238144	2	2	2	2	0	10505	31076	15460	10485	10519	17130	65118	24796	13918	23109	73353	2917	11066	34617	4673	457	16833	20452	6159	43254	650	61	712	55	273	99	722	673	164081	70018	21325	3549	53372	715	1103	151	53492	2316	3598	44385	30 Juni 2022	69650	10564	31682	13664	8506
543	ACEH	KOTA SABANG	3	18	0	42867	12726	122.04	351	230	25	40653	29137	42297	286	55	0	229	0	0	21574	21293	22496	17614	737	2020	3965	4199	4333	3880	3172	3086	3342	3709	3388	2712	2125	1526	1239	924	618	649	769	40179	2	2	2	2	1	1682	5174	2528	2291	2357	3365	10266	4946	5279	5819	12421	300	1102	2602	131	1	1850	2217	731	5735	114	41	134	75	81	73	234	56	31526	11479	3263	360	6276	1148	1424	15	9630	191	457	8624	30 Juni 2022	12427	1704	5206	2440	2231
544	ACEH	KOTA LHOKSEUMAWE	4	68	0	191688	56136	136.49	1404	865	92	173745	132102	190553	487	144	1	503	0	0	95119	96569	100319	80624	2865	7880	17069	18220	18797	15889	16771	15276	15559	15270	14058	12191	10365	8225	6175	3825	1853	2145	3466	180265	2	2	2	2	1	7440	22052	11341	8833	9233	17708	49013	17539	21453	21362	65167	860	4646	10606	987	55	5623	6550	2278	13581	160	13	177	15	49	24	148	179	162891	50587	6825	2539	34482	4545	4288	160	44780	1419	646	41417	30 Juni 2022	54700	7328	22494	10915	10393
545	ACEH	KOTA LANGSA	5	66	0	186075	54208	217.17	857	893	86	165304	132985	184725	696	53	9	588	0	4	93577	92498	96856	77799	3254	8166	14804	16082	17151	16507	16370	14931	14886	15510	13780	11909	10526	8378	6451	4001	2119	2670	3189	176199	2	2	2	2	0	6433	19875	10393	9657	9794	16879	55501	14497	24936	22617	50326	1219	3365	12536	1024	54	2898	3775	1353	6965	101	2	28	8	22	23	48	265	170587	62262	11059	2431	33528	2792	3334	84	28969	997	1636	38983	30 Juni 2022	49937	6313	20358	10101	10084
546	ACEH	KOTA SUBULUSSALAM	5	82	0	96296	25720	1183.6	81	363	44	76804	60292	92900	2651	743	0	2	0	0	48721	47575	51866	40705	728	2997	10555	11700	10778	7690	9990	9077	7391	7503	6077	4738	3860	2676	1781	1095	630	755	2408	89514	3	3	2	2	0	4689	13585	6182	4030	4411	9110	33298	15474	17298	10016	15214	570	1021	3293	109	3	953	997	408	2207	16	3	16	7	15	18	19	102	91535	33041	2722	287	10622	13668	51	32	18022	215	91	17545	30 Juni 2022	29237	4579	12957	5881	3604
547	SUMATERA UTARA	TAPANULI TENGAH	20	159	56	366361	93272	2332.94	157	3059	218	319594	256929	155816	164546	45455	8	162	0	374	184459	181902	210548	137191	1897	16725	23105	34639	39313	41885	35943	30503	27750	27806	24045	20061	17174	14086	11735	8031	4697	5588	5333	352284	2	2	1	1	0	12808	44883	24549	25145	25211	39080	90112	48660	77987	55609	80174	1266	3391	8951	205	6	4072	5833	2363	21328	88	14	59	23	58	42	67	357	332057	103929	7534	2024	47284	69419	10240	297	88919	634	1278	34803	30 Juni 2022	114907	12625	45855	24920	26116
548	SUMATERA UTARA	TAPANULI UTARA	15	241	11	321514	90439	3829.85	84	2530	99	296707	220080	15476	290535	15323	4	122	0	54	159684	161830	178446	123689	435	18944	19974	33280	36984	34573	28570	23293	20384	20977	20084	17066	15515	13902	12516	9833	6337	8226	4720	310040	2	2	1	1	0	12758	42500	22567	20560	21033	32397	67409	51013	42042	53024	92293	1342	4203	9861	314	13	2610	4456	1612	14264	48	9	45	4	25	28	81	578	297754	70856	7830	1754	40785	95461	24	316	90519	772	2017	11180	30 Juni 2022	105792	12703	42789	22489	21909
549	SUMATERA UTARA	TAPANULI SELATAN	15	211	37	315713	85538	4253.95	74	2372	156	259283	214757	250304	61167	4239	0	3	0	0	158787	156926	170476	129357	1741	14139	21565	33117	35582	33870	28305	25394	23612	22448	19621	16543	15087	13421	11226	7510	3847	4565	5107	303017	2	2	1	1	0	12819	41700	21486	19898	20182	31328	90310	41809	60533	50267	60861	1361	2584	7732	245	11	3440	4350	1417	13541	536	27	30	9	33	43	63	370	291854	131206	4855	1341	32588	89461	53	104	31653	590	963	22898	30 Juni 2022	102426	12783	41998	21472	20213
550	SUMATERA UTARA	NIAS	10	170	0	145644	34631	771.47	189	1646	145	132602	94726	1651	125555	18432	0	2	0	4	71297	74347	89946	48356	36	7306	9740	16160	19009	18402	15453	11459	10015	10149	8839	7136	5046	4185	3745	2727	1835	1744	2370	139937	2	2	1	1	0	5683	21672	11888	11062	11890	15829	60619	33327	22068	13127	12523	375	788	2735	79	3	681	842	304	19146	58	7	56	4	53	45	30	268	124150	53047	1694	244	5640	49449	610	208	30566	118	104	3964	30 Juni 2022	55150	6027	22597	12348	11981
551	SUMATERA UTARA	LANGKAT	23	240	37	1084108	348233	6141.69	177	3568	461	801647	774678	994887	75683	5195	349	7970	6	18	546015	538093	500102	526558	12077	45371	74363	99791	105616	86309	94199	86420	82073	85071	81910	70806	62956	52622	43010	27579	14758	16625	17117	1037283	2	2	1	1	0	36834	126083	62630	46995	46859	92826	308526	92021	254879	176849	219186	1516	8084	22396	602	49	41225	18031	7208	41430	212	11	200	9	97	319	362	1459	973545	368223	21761	5356	215599	77004	11795	122	113139	1657	4134	265314	30 Juni 2022	280524	39519	116414	54172	53727
552	SUMATERA UTARA	KARO	17	259	10	410465	132298	2205.87	186	2210	118	356592	300060	110304	236722	61187	111	1552	7	582	202575	207890	200374	185033	4146	20912	20739	36562	40831	39492	36927	32235	29147	30479	30262	27532	24368	19048	15089	10728	6892	10134	4305	398371	1	1	1	1	0	13630	47219	24815	23277	23371	38625	76804	54117	60804	68474	124341	2694	7197	15492	512	30	33350	10486	5933	26002	132	27	81	46	91	191	193	432	333501	79753	8664	1494	81046	124315	28	748	100966	524	2085	10842	30 Juni 2022	116665	13950	47502	25020	24109
553	SUMATERA UTARA	DELI SERDANG	22	380	14	1991108	611293	2577.98	772	6425	349	1640727	1417105	1561629	332153	55460	2775	38715	145	231	999046	992062	964277	925810	19946	81075	126103	190235	199625	157042	173166	167252	156407	157625	152242	131232	117577	93073	72318	47179	25094	24938	29471	1916251	2	2	1	1	0	71853	238131	119751	81768	89315	169507	433704	218210	262574	318760	655496	3893	24846	69175	4205	245	37544	50137	21005	161821	460	32	313	51	241	194	726	2268	1716316	526725	39323	14123	482485	75328	5278	818	385768	3673	8944	448628	30 Juni 2022	533252	74314	235201	114043	77179
554	SUMATERA UTARA	SIMALUNGUN	32	386	27	1039056	325813	4605.02	226	12723	360	790296	778920	589864	387415	58634	207	2333	64	539	519816	519240	528602	449199	8121	53134	49325	84027	97343	98567	90807	81068	78122	82878	76122	64796	59169	51506	44820	32977	20078	27451	11701	1010118	1	1	1	1	0	31312	110208	59745	59140	61016	95795	238017	124263	178582	174089	279843	5111	13532	24832	704	83	37414	47887	23814	209605	372	108	189	80	338	454	541	2114	716140	311676	33341	5639	194625	146956	188	687	172467	2084	11533	159859	30 Juni 2022	279312	32084	111654	60441	60684
555	SUMATERA UTARA	ASAHAN	25	177	27	791174	235468	3737.83	212	4057	345	629441	562812	708206	69027	6252	114	7430	16	129	400496	390678	392491	361946	9189	27548	52380	73944	79221	76267	71769	65534	59690	61917	56595	47481	42434	35475	28965	18893	9684	10925	12246	758860	2	2	1	1	0	28107	93043	47523	45306	46177	74940	217270	84981	167447	118406	171856	2934	7949	19503	785	43	17425	8322	5467	42424	363	21	108	27	104	205	356	1772	714580	272254	19241	5084	174537	30927	8078	180	101879	1772	3059	174163	30 Juni 2022	230741	29557	94471	47328	46045
556	SUMATERA UTARA	LABUHANBATU	9	75	23	505875	143661	2770.46	183	3335	163	430759	354949	421719	68711	8290	14	7041	3	97	256495	249380	261179	221814	5527	17355	33513	48402	53244	52236	47250	42502	39545	39746	36241	30040	25078	19975	16173	10231	5492	6207	7478	485487	2	2	1	1	0	18037	62323	31884	30854	31277	50245	109916	70424	95258	81988	124120	2046	6509	15059	551	4	11183	14994	5703	60454	3183	17	181	16	129	162	674	730	408449	120953	12846	3254	84360	43450	4141	141	127682	1571	1889	105587	30 Juni 2022	155418	19206	63729	31853	32248
557	SUMATERA UTARA	DAIRI	15	161	8	319583	89416	2091.69	153	2187	245	260703	221121	52612	229803	36859	9	293	0	7	159242	160341	174510	126749	640	17684	19688	31839	36109	30446	30484	25092	22174	21896	21266	17704	15984	14181	12098	8949	5248	6425	4680	307977	2	2	1	1	0	11975	41265	22068	16587	17189	33234	96121	41900	47537	53861	66165	2234	3886	7604	266	9	10074	13303	4846	64672	238	16	296	29	170	107	467	691	224674	105773	6974	1568	33376	102289	41	328	57739	524	1144	9827	30 Juni 2022	101519	11806	41219	21978	21240
558	SUMATERA UTARA	TOBA SAMOSIR	16	231	13	213924	63166	2213.07	97	1521	178	181180	149576	13092	182877	15837	4	70	2	2042	106337	107587	118233	83117	296	12278	13008	20910	23297	23428	18756	14761	13592	14813	14334	12512	11024	9305	7806	6267	4235	5876	3071	206223	2	1	1	1	0	7740	27234	14015	14023	13825	20721	38943	28973	17119	31693	84280	777	3794	8147	187	11	3277	4202	1709	13292	45	2	23	46	100	171	290	1003	189764	40319	5726	1004	41185	53567	31	295	62370	493	1106	7828	30 Juni 2022	67794	8177	27440	14379	14100
559	SUMATERA UTARA	MANDAILING NATAL	23	377	27	491005	140670	6547.26	75	1569	159	423905	327880	470851	18502	1633	8	10	0	1	245017	245988	269014	196220	2922	22849	35168	53836	56915	52241	45291	40694	37310	34818	30288	25182	22153	18948	15770	10440	5483	6468	8191	469910	2	2	1	1	0	20457	67304	34467	30772	34985	47554	125157	70930	114072	71046	87764	1596	4295	15629	484	32	5099	6077	3227	13196	325	7	343	9	92	136	645	634	461215	151377	8471	3246	65909	98994	1713	46	106408	1158	1720	51963	30 Juni 2022	159575	20427	65621	33093	31202
560	SUMATERA UTARA	NIAS SELATAN	35	459	2	367970	90292	2555.32	144	3095	40	255594	262890	9447	287565	70926	4	27	0	1	184725	183245	224426	133235	199	10110	20423	31327	39339	47164	46056	34480	28817	25772	23339	18943	16677	12359	10141	5578	4032	3523	5085	356447	2	1	1	1	0	11745	41565	26578	28662	29002	47800	151481	90874	48499	29334	35474	1201	2663	8094	325	25	1799	2965	2452	98333	93	56	28	13	29	133	72	752	261245	138685	4556	1477	18543	109977	5290	383	66645	938	282	21194	30 Juni 2022	120677	12083	45136	28903	29130
561	SUMATERA UTARA	PAKPAK BHARAT	8	52	0	55550	14497	1375.39	40	214	36	52334	36786	22084	31324	2141	0	1	0	0	28049	27501	31485	21594	145	2326	4921	6052	6030	5601	5553	4747	4039	3972	3791	2825	2385	1724	1459	927	653	871	1004	52325	2	2	2	2	1	2383	7298	3621	3177	3092	5833	14015	8386	9935	8705	10127	338	1048	2911	85	0	592	909	302	2356	27	1	10	1	6	4	9	33	51300	13782	2709	102	6542	16422	0	40	14702	85	164	1002	30 Juni 2022	18107	2370	7371	3579	3613
562	SUMATERA UTARA	HUMBANG HASUNDUTAN	10	153	1	204377	53823	2351.51	87	1364	105	174561	140117	6344	171085	26860	0	12	0	76	102252	102125	118217	78007	225	7928	11134	21125	24564	24811	19522	14400	11709	12888	12851	11100	9720	8268	7089	5459	3773	5964	2578	198167	2	1	1	1	0	7790	27869	14967	15132	15227	22186	51017	30511	28094	33164	52398	830	2281	5951	127	4	2434	4085	1542	23830	50	16	33	26	39	92	129	640	171461	52487	5177	783	21255	61566	16	179	57887	269	752	4006	30 Juni 2022	70604	8399	28829	15045	14629
563	SUMATERA UTARA	SAMOSIR	9	128	6	142318	40514	1832.17	78	961	85	137168	98572	2532	86284	53319	3	19	0	161	70578	71740	80549	52059	186	9524	8716	14365	15906	14622	13134	10914	9138	9525	9013	7457	6731	5890	5637	4446	2844	3980	2070	137035	2	2	1	1	0	5349	18620	9504	8512	8428	14481	38906	21474	18042	17932	37257	497	2394	5673	140	3	1811	3327	1136	11119	31	2	38	4	30	36	60	299	124425	28000	3751	691	22426	41288	50	127	41521	286	669	3507	30 Juni 2022	45908	5522	18737	9576	9590
564	SUMATERA UTARA	SERDANG BEDAGAI	17	237	6	669746	207095	1948.96	344	2658	319	500849	474188	567568	84725	8860	177	8394	5	17	336124	333622	320473	315866	7256	26151	40641	64765	69947	55945	57804	52140	49304	51568	50261	41735	38423	32010	27360	17757	9717	10369	9806	646117	2	2	1	1	0	24234	82181	42134	30293	32166	61112	206551	67660	140844	104968	131636	1500	4886	11406	290	5	11208	12901	6035	51186	163	16	87	26	148	119	187	801	586869	246546	14459	3589	123821	50407	5629	118	64972	1159	2299	156747	30 Juni 2022	197782	25747	82782	41155	37294
565	SUMATERA UTARA	BATU BARA	12	141	10	443816	139732	888.12	500	2471	151	341426	307862	394999	40301	7166	26	1101	0	223	223480	220336	218275	202547	5241	17753	32439	44827	45682	35643	39420	37868	33910	34149	31560	26201	23063	19562	16300	10632	5791	6769	7704	423931	2	2	2	1	0	17388	55158	26805	18593	19875	39037	111887	59861	107722	66047	82668	1420	4010	9865	308	28	15422	13376	6650	60972	777	63	924	59	503	106	3240	1860	339864	139550	7781	3166	86212	22392	14759	105	66290	991	1611	100959	30 Juni 2022	113907	16639	49359	23154	16874
566	SUMATERA UTARA	PADANG LAWAS	12	386	2	270595	74933	3883.32	70	1787	91	223207	179955	244764	24696	1115	2	2	0	16	137829	132766	146739	114018	1549	8289	17655	29826	33148	31370	25400	21348	20245	20683	17869	14417	11871	9253	7021	4594	2653	3242	4239	260788	2	2	1	1	0	11228	38269	20293	18854	19457	28028	78936	39285	51129	38876	52456	1113	2164	6454	172	10	2485	3032	999	7265	796	11	30	13	30	40	83	548	255263	106914	4126	1304	31586	63444	22	35	36522	564	510	25568	30 Juni 2022	94952	11541	40212	20047	18048
567	SUMATERA UTARA	PADANG LAWAS UTARA	12	386	2	270595	74933	3883.32	70	1787	91	223207	179955	244764	24696	1115	2	2	0	16	137829	132766	146739	114018	1549	8289	17655	29826	33148	31370	25400	21348	20245	20683	17869	14417	11871	9253	7021	4594	2653	3242	4239	260788	2	2	1	1	0	11228	38269	20293	18854	19457	28028	78936	39285	51129	38876	52456	1113	2164	6454	172	10	2485	3032	999	7265	796	11	30	13	30	40	83	548	255263	106914	4126	1304	31586	63444	22	35	36522	564	510	25568	30 Juni 2022	94952	11541	40212	20047	18048
568	SUMATERA UTARA	PADANG LAWAS	17	303	1	264041	67249	3914.41	67	905	90	174490	176378	258704	5091	243	1	2	0	0	132943	131098	147290	106790	2009	7952	17248	29129	32008	29919	26116	22159	20314	19382	16260	13979	11733	9273	6948	4533	2534	2506	4157	254158	2	2	1	1	0	11014	37355	19081	17824	18140	27980	94145	34015	51793	34793	38622	1118	2294	7060	192	9	2978	3806	1607	10576	269	15	44	15	57	72	191	206	244205	115561	5026	1472	29270	56219	27	53	29159	803	415	26031	30 Juni 2022	90290	10838	38010	18646	17917
569	SUMATERA UTARA	LABUHANBATU SELATAN	5	52	2	325451	89963	3174.27	103	2389	239	258190	222077	278104	43806	2684	0	753	86	18	166434	159017	168911	146022	2541	7977	22906	33803	36088	33909	29824	27158	26391	26066	23914	19050	16200	12428	8859	4844	2141	1870	5382	311875	2	2	1	1	0	12810	42666	21486	20211	20653	31679	104951	36737	62331	49905	58992	1191	3221	7895	223	5	2077	2663	1114	9938	3826	2	46	3	23	24	116	203	305416	120129	8291	2185	45124	36912	66	90	44890	952	480	66331	30 Juni 2022	105532	13029	44468	21978	20148
570	SUMATERA UTARA	LABUHANBATU UTARA	8	82	8	396555	110816	3712.35	107	3187	141	294200	276556	326989	60612	6967	12	1940	0	35	200960	195595	208946	171283	3529	12797	26195	39049	42350	41264	37504	33397	31927	30793	27658	22529	18891	15063	12614	8174	4419	4728	6267	380833	2	2	1	1	0	14812	49815	25010	24701	24965	39725	112150	50753	80008	65233	74037	1346	3876	8901	239	12	9240	4998	2179	21746	3443	9	28	11	51	124	272	2167	352287	143550	7368	2759	57698	43966	1503	129	57386	1415	839	79934	30 Juni 2022	124903	15621	51424	25626	25265
571	SUMATERA UTARA	NIAS UTARA	11	112	1	152378	36746	1297.75	117	1866	66	126412	105566	8216	121405	22697	0	16	0	44	75908	76470	91961	54541	72	5804	9154	14430	17397	19840	17219	12585	11473	11360	9556	7928	6071	4754	3964	2788	1862	1997	2228	146928	2	2	1	1	0	5175	19378	11219	11908	11889	18976	51834	37232	28530	14280	15213	593	1060	3503	123	10	812	777	275	7479	831	1	4	4	7	9	13	134	142032	49370	2678	263	7277	48797	2739	195	35181	119	185	5573	30 Juni 2022	52046	5401	20321	11787	12320
